REFRIGERANT,T_1_K,T_3_K,P_1,P_3,S_1,H_1,S_3,H_3,P_4,P_2,S_4,H_2_ISENTROPIC,H_4_ISENTROPIC,T_1,T_3
R134a,276.15,283.15,325984.931468,414607.467363,1014.62628959,204.042797357,1722.11122357,404.318118207,325984.931468,414607.467363,1722.11122357,204.111768659,399.414761875,3.0,10.0
R134a,276.15,284.15,325984.931468,428631.732112,1014.62628959,204.042797357,1721.66974087,404.875043881,325984.931468,428631.732112,1721.66974087,204.122681994,399.292846428,3.0,11.0
R134a,276.15,285.15,325984.931468,443014.531448,1014.62628959,204.042797357,1721.23691682,405.429069967,325984.931468,443014.531448,1721.23691682,204.133873998,399.173322066,3.0,12.0
R134a,276.15,286.15,325984.931468,457761.81815,1014.62628959,204.042797357,1720.8123743,405.980127992,325984.931468,457761.81815,1720.8123743,204.145349277,399.05608465,3.0,13.0
R134a,276.15,287.15,325984.931468,472879.584911,1014.62628959,204.042797357,1720.39573619,406.52814789,325984.931468,472879.584911,1720.39573619,204.157112468,398.941030035,3.0,14.0
R134a,276.15,288.15,325984.931468,488373.864391,1014.62628959,204.042797357,1719.98662505,407.073057918,325984.931468,488373.864391,1719.98662505,204.169168238,398.828053993,3.0,15.0
R134a,276.15,289.15,325984.931468,504250.729321,1014.62628959,204.042797357,1719.58466285,407.614784576,325984.931468,504250.729321,1719.58466285,204.181521283,398.717052133,3.0,16.0
R134a,276.15,290.15,325984.931468,520516.29263,1014.62628959,204.042797357,1719.18947069,408.153252516,325984.931468,520516.29263,1719.18947069,204.194176329,398.607919819,3.0,17.0
R134a,276.15,291.15,325984.931468,537176.707623,1014.62628959,204.042797357,1718.80066848,408.688384453,325984.931468,537176.707623,1718.80066848,204.207138133,398.500552087,3.0,18.0
R134a,276.15,292.15,325984.931468,554238.168187,1014.62628959,204.042797357,1718.41787461,409.220101061,325984.931468,554238.168187,1718.41787461,204.220411482,398.39484356,3.0,19.0
R134a,276.15,293.15,325984.931468,571706.909044,1014.62628959,204.042797357,1718.04070566,409.748320879,325984.931468,571706.909044,1718.04070566,204.234001192,398.290688354,3.0,20.0
R134a,276.15,294.15,325984.931468,589589.206049,1014.62628959,204.042797357,1717.66877604,410.272960198,325984.931468,589589.206049,1717.66877604,204.247912111,398.18797999,3.0,21.0
R134a,276.15,295.15,325984.931468,607891.376526,1014.62628959,204.042797357,1717.30169766,410.793932952,325984.931468,607891.376526,1717.30169766,204.262149117,398.086611296,3.0,22.0
R134a,276.15,296.15,325984.931468,626619.779657,1014.62628959,204.042797357,1716.93907956,411.311150596,325984.931468,626619.779657,1716.93907956,204.27671712,397.986474306,3.0,23.0
R134a,276.15,297.15,325984.931468,645780.816919,1014.62628959,204.042797357,1716.58052752,411.824521984,325984.931468,645780.816919,1716.58052752,204.291621059,397.887460162,3.0,24.0
R134a,276.15,298.15,325984.931468,665380.932569,1014.62628959,204.042797357,1716.22564372,412.333953232,325984.931468,665380.932569,1716.22564372,204.306865907,397.789459,3.0,25.0
R134a,276.15,299.15,325984.931468,685426.614182,1014.62628959,204.042797357,1715.87402627,412.839347585,325984.931468,685426.614182,1715.87402627,204.322456668,397.692359841,3.0,26.0
R134a,276.15,300.15,325984.931468,705924.393254,1014.62628959,204.042797357,1715.52526883,413.340605266,325984.931468,705924.393254,1715.52526883,204.338398378,397.596050474,3.0,27.0
R134a,276.15,301.15,325984.931468,726880.845848,1014.62628959,204.042797357,1715.17896015,413.837623319,325984.931468,726880.845848,1715.17896015,204.354696106,397.500417332,3.0,28.0
R134a,276.15,302.15,325984.931468,748302.593316,1014.62628959,204.042797357,1714.83468359,414.330295445,325984.931468,748302.593316,1714.83468359,204.371354956,397.40534536,3.0,29.0
R134a,276.15,303.15,325984.931468,770196.303077,1014.62628959,204.042797357,1714.49201665,414.818511828,325984.931468,770196.303077,1714.49201665,204.388380064,397.310717886,3.0,30.0
R134a,276.15,304.15,325984.931468,792568.689465,1014.62628959,204.042797357,1714.15053046,415.302158948,325984.931468,792568.689465,1714.15053046,204.405776601,397.216416473,3.0,31.0
R134a,276.15,305.15,325984.931468,815426.514648,1014.62628959,204.042797357,1713.80978918,415.781119382,325984.931468,815426.514648,1713.80978918,204.423549772,397.12232077,3.0,32.0
R134a,276.15,306.15,325984.931468,838776.589625,1014.62628959,204.042797357,1713.46934952,416.255271598,325984.931468,838776.589625,1713.46934952,204.441704821,397.028308356,3.0,33.0
R134a,276.15,307.15,325984.931468,862625.775293,1014.62628959,204.042797357,1713.12876003,416.724489726,325984.931468,862625.775293,1713.12876003,204.460247027,396.934254568,3.0,34.0
R134a,276.15,308.15,325984.931468,886980.983608,1014.62628959,204.042797357,1712.78756053,417.188643326,325984.931468,886980.983608,1712.78756053,204.479181704,396.840032327,3.0,35.0
R134a,276.15,309.15,325984.931468,911849.178828,1014.62628959,204.042797357,1712.44528141,417.647597127,325984.931468,911849.178828,1712.44528141,204.498514209,396.745511947,3.0,36.0
R134a,276.15,310.15,325984.931468,937237.378849,1014.62628959,204.042797357,1712.10144287,418.101210761,325984.931468,937237.378849,1712.10144287,204.518249935,396.650560935,3.0,37.0
R134a,276.15,311.15,325984.931468,963152.656639,1014.62628959,204.042797357,1711.7555542,418.54933847,325984.931468,963152.656639,1711.7555542,204.538394317,396.55504378,3.0,38.0
R134a,276.15,312.15,325984.931468,989602.141781,1014.62628959,204.042797357,1711.40711293,418.991828796,325984.931468,989602.141781,1711.40711293,204.558952832,396.458821723,3.0,39.0
R134a,276.15,313.15,325984.931468,1016593.02212,1014.62628959,204.042797357,1711.05560394,419.428524247,325984.931468,1016593.02212,1711.05560394,204.579930997,396.361752516,3.0,40.0
R134a,276.15,314.15,325984.931468,1044132.54554,1014.62628959,204.042797357,1710.70049856,419.859260941,325984.931468,1044132.54554,1710.70049856,204.601334376,396.263690163,3.0,41.0
R134a,276.15,315.15,325984.931468,1072228.02182,1014.62628959,204.042797357,1710.3412535,420.28386822,325984.931468,1072228.02182,1710.3412535,204.623168578,396.164484642,3.0,42.0
R134a,276.15,316.15,325984.931468,1100886.82474,1014.62628959,204.042797357,1709.97730986,420.70216824,325984.931468,1100886.82474,1709.97730986,204.645439258,396.063981605,3.0,43.0
R134a,276.15,317.15,325984.931468,1130116.39414,1014.62628959,204.042797357,1709.60809188,421.113975521,325984.931468,1130116.39414,1709.60809188,204.66815212,395.962022059,3.0,44.0
R134a,276.15,318.15,325984.931468,1159924.23834,1014.62628959,204.042797357,1709.23300575,421.519096472,325984.931468,1159924.23834,1709.23300575,204.691312919,395.858442026,3.0,45.0
R134a,276.15,319.15,325984.931468,1190317.93655,1014.62628959,204.042797357,1708.85143826,421.917328869,325984.931468,1190317.93655,1708.85143826,204.714927462,395.753072163,3.0,46.0
R134a,276.15,320.15,325984.931468,1221305.14157,1014.62628959,204.042797357,1708.46275532,422.308461296,325984.931468,1221305.14157,1708.46275532,204.739001608,395.64573737,3.0,47.0
R134a,276.15,321.15,325984.931468,1252893.5826,1014.62628959,204.042797357,1708.06630042,422.692272538,325984.931468,1252893.5826,1708.06630042,204.763541277,395.536256348,3.0,48.0
R134a,276.15,322.15,325984.931468,1285091.06834,1014.62628959,204.042797357,1707.66139289,423.068530916,325984.931468,1285091.06834,1707.66139289,204.788552442,395.424441133,3.0,49.0
R134a,276.15,323.15,325984.931468,1317905.49004,1014.62628959,204.042797357,1707.24732613,423.436993587,325984.931468,1317905.49004,1707.24732613,204.814041141,395.310096597,3.0,50.0
R134a,276.15,324.15,325984.931468,1351344.82532,1014.62628959,204.042797357,1706.8233655,423.797405742,325984.931468,1351344.82532,1706.8233655,204.840013475,395.19301987,3.0,51.0
R134a,276.15,325.15,325984.931468,1385417.14167,1014.62628959,204.042797357,1706.38874622,424.149499773,325984.931468,1385417.14167,1706.38874622,204.86647561,395.072999755,3.0,52.0
R134a,276.15,326.15,325984.931468,1420130.60047,1014.62628959,204.042797357,1705.94267093,424.492994339,325984.931468,1420130.60047,1705.94267093,204.893433782,394.949816063,3.0,53.0
R134a,276.15,327.15,325984.931468,1455493.46133,1014.62628959,204.042797357,1705.48430711,424.827593356,325984.931468,1455493.46133,1705.48430711,204.920894301,394.823238894,3.0,54.0
R134a,276.15,328.15,325984.931468,1491514.0867,1014.62628959,204.042797357,1705.01278421,425.152984879,325984.931468,1491514.0867,1705.01278421,204.948863551,394.693027847,3.0,55.0
R134a,276.15,329.15,325984.931468,1528200.94676,1014.62628959,204.042797357,1704.52719053,425.468839884,325984.931468,1528200.94676,1704.52719053,204.977347997,394.558931152,3.0,56.0
R134a,276.15,330.15,325984.931468,1565562.62476,1014.62628959,204.042797357,1704.02656974,425.774810924,325984.931468,1565562.62476,1704.02656974,205.00635419,394.42068472,3.0,57.0
R134a,276.15,331.15,325984.931468,1603607.82278,1014.62628959,204.042797357,1703.50991708,426.070530648,325984.931468,1603607.82278,1703.50991708,205.035888765,394.278011088,3.0,58.0
R134a,276.15,332.15,325984.931468,1642345.36778,1014.62628959,204.042797357,1702.97617518,426.35561016,325984.931468,1642345.36778,1702.97617518,205.065958452,394.130618262,3.0,59.0
R134a,276.15,333.15,325984.931468,1681784.2183,1014.62628959,204.042797357,1702.42422936,426.629637212,325984.931468,1681784.2183,1702.42422936,205.096570081,393.978198425,3.0,60.0
R134a,276.15,334.15,325984.931468,1721933.47158,1014.62628959,204.042797357,1701.8529025,426.892174183,325984.931468,1721933.47158,1701.8529025,205.127730582,393.820426512,3.0,61.0
R134a,276.15,335.15,325984.931468,1762802.37128,1014.62628959,204.042797357,1701.26094923,427.142755843,325984.931468,1762802.37128,1701.26094923,205.159446996,393.656958618,3.0,62.0
R134a,276.15,336.15,325984.931468,1804400.3158,1014.62628959,204.042797357,1700.64704954,427.380886849,325984.931468,1804400.3158,1700.64704954,205.191726479,393.487430218,3.0,63.0
R134a,276.15,337.15,325984.931468,1846736.86731,1014.62628959,204.042797357,1700.00980155,427.606038946,325984.931468,1846736.86731,1700.00980155,205.224576309,393.311454184,3.0,64.0
R134a,276.15,338.15,325984.931468,1889821.76158,1014.62628959,204.042797357,1699.3477134,427.817647824,325984.931468,1889821.76158,1699.3477134,205.258003895,393.128618543,3.0,65.0
R134a,276.15,339.15,325984.931468,1933664.91861,1014.62628959,204.042797357,1698.65919419,428.015109575,325984.931468,1933664.91861,1698.65919419,205.292016783,392.938483962,3.0,66.0
R134a,276.15,340.15,325984.931468,1978276.4538,1014.62628959,204.042797357,1697.94254369,428.19777672,325984.931468,1978276.4538,1697.94254369,205.326622667,392.740580926,3.0,67.0
R134a,276.15,341.15,325984.931468,2023666.69142,1014.62628959,204.042797357,1697.1959405,428.36495363,325984.931468,2023666.69142,1697.1959405,205.361829395,392.534406456,3.0,68.0
R134a,276.15,342.15,325984.931468,2069846.17744,1014.62628959,204.042797357,1696.41742895,428.515891415,325984.931468,2069846.17744,1696.41742895,205.397644983,392.319420492,3.0,69.0
R134a,276.15,343.15,325984.931468,2116825.69503,1014.62628959,204.042797357,1695.60490376,428.649782016,325984.931468,2116825.69503,1695.60490376,205.434077627,392.095041661,3.0,70.0
R134a,277.15,274.15,337662.77759,303560.704599,1019.48489463,205.396030934,1726.5367642,399.185908656,337662.77759,303560.704599,1726.5367642,205.347638612,401.355831649,4.0,1.0
R134a,277.15,275.15,337662.77759,314619.437547,1019.48489463,205.396030934,1726.00025542,399.766076619,337662.77759,314619.437547,1726.00025542,205.368375097,401.206926037,4.0,2.0
R134a,277.15,276.15,337662.77759,325984.931468,1019.48489463,205.396030934,1725.47584192,400.343901233,337662.77759,325984.931468,1725.47584192,205.384501138,401.061461764,4.0,3.0
R134a,277.15,277.15,337662.77759,337662.77759,1019.48489463,205.396030934,1724.96313504,400.919325263,337662.77759,337662.77759,1724.96313504,205.396030934,400.919325263,4.0,4.0
R134a,277.15,278.15,337662.77759,349658.607861,1019.48489463,205.396030934,1724.46174837,401.492290469,337662.77759,349658.607861,1724.46174837,205.405392006,400.78036595,4.0,5.0
R134a,277.15,279.15,337662.77759,361978.094755,1019.48489463,205.396030934,1723.97129758,402.062737549,337662.77759,361978.094755,1723.97129758,205.415005397,400.644437512,4.0,6.0
R134a,277.15,280.15,337662.77759,374626.951095,1019.48489463,205.396030934,1723.49140009,402.630606086,337662.77759,374626.951095,1723.49140009,205.424875544,400.511433924,4.0,7.0
R134a,277.15,281.15,337662.77759,387610.929908,1019.48489463,205.396030934,1723.0216749,403.195834483,337662.77759,387610.929908,1723.0216749,205.435006915,400.381249587,4.0,8.0
R134a,277.15,282.15,337662.77759,400935.824299,1019.48489463,205.396030934,1722.56174228,403.758359904,337662.77759,400935.824299,1722.56174228,205.445404009,400.253779262,4.0,9.0
R134a,277.15,283.15,337662.77759,414607.467363,1019.48489463,205.396030934,1722.11122357,404.318118207,337662.77759,414607.467363,1722.11122357,205.456071354,400.128918,4.0,10.0
R134a,277.15,284.15,337662.77759,428631.732112,1019.48489463,205.396030934,1721.66974087,404.875043881,337662.77759,428631.732112,1721.66974087,205.46701351,400.00656107,4.0,11.0
R134a,277.15,285.15,337662.77759,443014.531448,1019.48489463,205.396030934,1721.23691682,405.429069967,337662.77759,443014.531448,1721.23691682,205.478235064,399.886603884,4.0,12.0
R134a,277.15,286.15,337662.77759,457761.81815,1019.48489463,205.396030934,1720.8123743,405.980127992,337662.77759,457761.81815,1720.8123743,205.489740634,399.768941926,4.0,13.0
R134a,277.15,287.15,337662.77759,472879.584911,1019.48489463,205.396030934,1720.39573619,406.52814789,337662.77759,472879.584911,1720.39573619,205.501534871,399.653470673,4.0,14.0
R134a,277.15,288.15,337662.77759,488373.864391,1019.48489463,205.396030934,1719.98662505,407.073057918,337662.77759,488373.864391,1719.98662505,205.513622451,399.540085519,4.0,15.0
R134a,277.15,289.15,337662.77759,504250.729321,1019.48489463,205.396030934,1719.58466285,407.614784576,337662.77759,504250.729321,1719.58466285,205.526008083,399.428681697,4.0,16.0
R134a,277.15,290.15,337662.77759,520516.29263,1019.48489463,205.396030934,1719.18947069,408.153252516,337662.77759,520516.29263,1719.18947069,205.538696506,399.319154191,4.0,17.0
R134a,277.15,291.15,337662.77759,537176.707623,1019.48489463,205.396030934,1718.80066848,408.688384453,337662.77759,537176.707623,1718.80066848,205.551692487,399.211397657,4.0,18.0
R134a,277.15,292.15,337662.77759,554238.168187,1019.48489463,205.396030934,1718.41787461,409.220101061,337662.77759,554238.168187,1718.41787461,205.565000826,399.105306336,4.0,19.0
R134a,277.15,293.15,337662.77759,571706.909044,1019.48489463,205.396030934,1718.04070566,409.748320879,337662.77759,571706.909044,1718.04070566,205.578626351,399.000773961,4.0,20.0
R134a,277.15,294.15,337662.77759,589589.206049,1019.48489463,205.396030934,1717.66877604,410.272960198,337662.77759,589589.206049,1717.66877604,205.592573923,398.897693667,4.0,21.0
R134a,277.15,295.15,337662.77759,607891.376526,1019.48489463,205.396030934,1717.30169766,410.793932952,337662.77759,607891.376526,1717.30169766,205.606848431,398.795957894,4.0,22.0
R134a,277.15,296.15,337662.77759,626619.779657,1019.48489463,205.396030934,1716.93907956,411.311150596,337662.77759,626619.779657,1716.93907956,205.621454796,398.695458287,4.0,23.0
R134a,277.15,297.15,337662.77759,645780.816919,1019.48489463,205.396030934,1716.58052752,411.824521984,337662.77759,645780.816919,1716.58052752,205.636397973,398.59608559,4.0,24.0
R134a,277.15,298.15,337662.77759,665380.932569,1019.48489463,205.396030934,1716.22564372,412.333953232,337662.77759,665380.932569,1716.22564372,205.651682944,398.497729544,4.0,25.0
R134a,277.15,299.15,337662.77759,685426.614182,1019.48489463,205.396030934,1715.87402627,412.839347585,337662.77759,685426.614182,1715.87402627,205.667314727,398.400278769,4.0,26.0
R134a,277.15,300.15,337662.77759,705924.393254,1019.48489463,205.396030934,1715.52526883,413.340605266,337662.77759,705924.393254,1715.52526883,205.683298371,398.303620644,4.0,27.0
R134a,277.15,301.15,337662.77759,726880.845848,1019.48489463,205.396030934,1715.17896015,413.837623319,337662.77759,726880.845848,1715.17896015,205.699638956,398.207641193,4.0,28.0
R134a,277.15,302.15,337662.77759,748302.593316,1019.48489463,205.396030934,1714.83468359,414.330295445,337662.77759,748302.593316,1714.83468359,205.7163416,398.112224945,4.0,29.0
R134a,277.15,303.15,337662.77759,770196.303077,1019.48489463,205.396030934,1714.49201665,414.818511828,337662.77759,770196.303077,1714.49201665,205.73341145,398.017254804,4.0,30.0
R134a,277.15,304.15,337662.77759,792568.689465,1019.48489463,205.396030934,1714.15053046,415.302158948,337662.77759,792568.689465,1714.15053046,205.75085369,397.922611904,4.0,31.0
R134a,277.15,305.15,337662.77759,815426.514648,1019.48489463,205.396030934,1713.80978918,415.781119382,337662.77759,815426.514648,1713.80978918,205.76867354,397.82817546,4.0,32.0
R134a,277.15,306.15,337662.77759,838776.589625,1019.48489463,205.396030934,1713.46934952,416.255271598,337662.77759,838776.589625,1713.46934952,205.786876255,397.733822607,4.0,33.0
R134a,277.15,307.15,337662.77759,862625.775293,1019.48489463,205.396030934,1713.12876003,416.724489726,337662.77759,862625.775293,1713.12876003,205.805467125,397.63942823,4.0,34.0
R134a,277.15,308.15,337662.77759,886980.983608,1019.48489463,205.396030934,1712.78756053,417.188643326,337662.77759,886980.983608,1712.78756053,205.824451481,397.544864789,4.0,35.0
R134a,277.15,309.15,337662.77759,911849.178828,1019.48489463,205.396030934,1712.44528141,417.647597127,337662.77759,911849.178828,1712.44528141,205.843834691,397.450002129,4.0,36.0
R134a,277.15,310.15,337662.77759,937237.378849,1019.48489463,205.396030934,1712.10144287,418.101210761,337662.77759,937237.378849,1712.10144287,205.86362216,397.354707279,4.0,37.0
R134a,277.15,311.15,337662.77759,963152.656639,1019.48489463,205.396030934,1711.7555542,418.54933847,337662.77759,963152.656639,1711.7555542,205.883819338,397.258844235,4.0,38.0
